date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2018-07-02,181.0638,184.4916,180.6698,184.3734,17731343,17731343,2.039,1.118,183.4034,"Jul 2, 18",1.179715319319982
2018-07-03,184.9742,185.1318,180.788,181.1623,13954806,13954806,-3.2111,-1.742,183.0432,"Jul 3, 18",1.1417527723263896
2018-07-05,182.4822,183.6149,181.5169,182.6201,16604248,16604248,1.4578,0.805,182.6926,"Jul 5, 18",1.1589873028633582
2018-07-06,182.6398,185.6086,182.4231,185.1515,17485245,17485245,2.5315,1.386,184.5321,"Jul 6, 18",1.1889142411273734
2018-07-09,186.6586,187.8209,186.4616,187.7224,19756634,19756634,2.5709,1.389,187.3383,"Jul 9, 18",1.219308159742747
2018-07-10,187.8505,188.4119,187.3285,187.4959,15939149,15939149,-0.226552,-0.121,187.811,"Jul 10, 18",1.2166304116520466
2018-07-11,185.6736,186.9343,184.7969,185.0629,18831470,18831470,-2.433,-1.298,185.5234,"Jul 11, 18",1.1878667864658456
2018-07-12,186.6882,188.54,186.4715,188.1657,18041131,18041131,3.1028,1.677,187.8001,"Jul 12, 18",1.2245489797365994
2018-07-13,188.2149,188.9635,188.0376,188.4612,12519792,12519792,0.295503,0.157,188.5538,"Jul 13, 18",1.2280424656562552
2018-07-16,188.6483,189.7614,187.5599,188.0475,15043110,15043110,-0.413703,-0.22,188.4183,"Jul 16, 18",1.2231515853687374
2018-07-17,186.9049,188.9931,186.3631,188.5794,15534523,15534523,0.531903,0.283,188.029,"Jul 17, 18",1.2294398600241174
2018-07-18,188.9044,188.9241,187.0822,187.5451,16393381,16393381,-1.0343,-0.548,187.535,"Jul 18, 18",1.2172120681909535
2018-07-19,186.8458,189.6629,186.8458,189.0029,20286752,20286752,1.4578,0.777,188.9411,"Jul 19, 18",1.234446598727922
2018-07-20,188.9044,189.5447,187.3186,188.5695,20706042,20706042,-0.433402,-0.229,188.6762,"Jul 20, 18",1.2293228193790935
2018-07-23,187.8209,189.0817,186.7177,188.737,15989365,15989365,0.16745,0.089,187.996,"Jul 23, 18",1.2313030525146005
2018-07-24,189.5644,190.7563,189.1704,190.1061,18697898,18697898,1.3692,0.725,189.9372,"Jul 24, 18",1.2474889461613032
2018-07-25,190.1654,191.9284,189.5447,191.8988,16826483,16826483,1.7927,0.943,190.8495,"Jul 25, 18",1.268682760740548
2018-07-26,191.692,193.0217,190.707,191.298,19075964,19075964,-0.600853,-0.313,191.802,"Jul 26, 18",1.2615799304849502
2018-07-27,192.0663,192.2633,187.2496,188.1164,24023972,24023972,-3.1816,-1.663,189.3245,"Jul 27, 18",1.2239661409689546
2018-07-30,189.0226,189.3181,186.2351,187.0625,21029535,21029535,-1.054,-0.56,187.1358,"Jul 30, 18",1.211506632303218
2018-07-31,187.4466,189.259,186.501,187.4368,39373038,39373038,0.374301,0.2,187.9164,"Jul 31, 18",1.2159317144681154
2018-08-01,196.1442,198.7348,194.3515,198.4787,67935716,67935716,11.0419,5.891,196.9243,"Aug 1, 18",1.3464722294469536
2018-08-02,197.5725,205.2555,197.3459,204.2804,62404012,62404012,5.8017,2.923,202.7615,"Aug 2, 18",1.4150615941172298
2018-08-03,203.9258,205.6101,202.3993,204.8714,33447396,33447396,0.591003,0.289,204.1859,"Aug 3, 18",1.4220485659565412
2018-08-06,204.8812,206.1125,203.9652,205.9352,25425387,25425387,1.0638,0.519,205.367,"Aug 6, 18",1.434625115267302
2018-08-07,206.1814,206.3587,203.6598,204.0046,25587387,25587387,-1.9306,-0.937,204.4556,"Aug 7, 18",1.4118010072588847
2018-08-08,202.9605,204.6941,201.4534,204.1425,22525487,22525487,0.1379,0.068,203.6682,"Aug 8, 18",1.4134313006880572
2018-08-09,204.172,206.6345,204.0932,205.748,23492626,23492626,1.6056,0.786,205.9224,"Aug 9, 18",1.4324119830704845
2018-08-10,204.9672,206.6871,204.2851,205.1352,24611202,24611202,-0.612811,-0.298,205.459,"Aug 10, 18",1.4251672853663726
2018-08-13,205.3032,208.5177,205.3032,206.4597,25890880,25890880,1.3245,0.646,207.157,"Aug 13, 18",1.4408259049960987
2018-08-14,207.7299,208.1302,205.8568,207.3296,20748010,20748010,0.869845,0.421,207.0308,"Aug 14, 18",1.4511101127846215
2018-08-15,206.8057,208.3082,205.926,207.8139,28807564,28807564,0.484346,0.234,206.9871,"Aug 15, 18",1.4568356465608965
2018-08-16,209.3065,211.3448,209.0297,210.8584,28500367,28500367,3.0445,1.465,210.536,"Aug 16, 18",1.4928286004776203
2018-08-17,210.977,215.435,210.7002,215.0692,35426997,35426997,4.2108,1.997,213.5159,"Aug 17, 18",1.5426098881611616
2018-08-20,215.5832,216.6508,212.6277,212.9737,30287695,30287695,-2.0955,-0.974,213.9802,"Aug 20, 18",1.517836284964415
2018-08-21,214.2982,214.6837,211.5553,212.5585,26159755,26159755,-0.415153,-0.195,213.138,"Aug 21, 18",1.5129276712458328
2018-08-22,211.6294,213.8633,211.3724,212.5684,19018131,19018131,0.009884,0.005,212.6946,"Aug 22, 18",1.5130447118908565
2018-08-23,212.173,214.5454,212.1236,213.0034,18883224,18883224,0.434922,0.205,213.4703,"Aug 23, 18",1.5181874068994867
2018-08-24,214.1005,214.3971,212.6277,213.6656,18476356,18476356,0.662269,0.311,213.5654,"Aug 24, 18",1.5260161255999813
2018-08-27,214.6442,216.2159,213.8337,215.4251,20525117,20525117,1.7595,0.823,215.2595,"Aug 27, 18",1.546817440238337
2018-08-28,216.4827,217.9951,216.3938,217.1648,22776766,22776766,1.7397,0.808,217.1524,"Aug 28, 18",1.5673846735866457
2018-08-29,217.6096,220.911,216.8781,220.4069,27254804,27254804,3.2422,1.493,219.2454,"Aug 29, 18",1.6057137114888989
2018-08-30,220.6738,225.626,219.8336,222.4333,48793824,48793824,2.0263,0.919,222.6076,"Aug 30, 18",1.629670394627953
2018-08-31,223.8962,226.229,223.3921,225.0033,43340134,43340134,2.57,1.155,225.0628,"Aug 31, 18",1.660053673184688
2018-09-04,225.7743,226.5354,224.0148,225.7248,27390132,27390132,0.721576,0.321,225.449,"Sep 4, 18",1.6685834535265884
2018-09-05,226.3476,227.0197,222.5025,224.252,33332960,33332960,-1.4728,-0.652,224.5868,"Sep 5, 18",1.6511715886789775
2018-09-06,223.6194,224.7265,218.7463,220.5255,34289976,34289976,-3.7265,-1.662,220.9601,"Sep 6, 18",1.6071158347717118
2018-09-07,219.29,222.7693,218.1631,218.7463,37619810,37619810,-1.7792,-0.807,220.6253,"Sep 7, 18",1.5860816210720452
2018-09-10,218.4004,219.29,213.972,215.8106,39516453,39516453,-2.9357,-1.342,215.7117,"Sep 10, 18",1.5513749320218477
2018-09-11,215.4943,221.7107,214.061,221.2669,35749049,35749049,5.4563,2.528,219.3302,"Sep 11, 18",1.615880878632398
2018-09-12,222.3443,222.4036,217.3032,218.519,49278740,49278740,-2.7479,-1.242,219.1472,"Sep 12, 18",1.5833944151514434
2018-09-13,220.9407,225.715,220.0017,223.7973,41706377,41706377,5.2784,2.416,223.3254,"Sep 13, 18",1.645795994609037
2018-09-14,223.145,224.2224,219.9542,221.257,31999289,31999289,-2.5403,-1.135,221.7305,"Sep 14, 18",1.6157638379873738
2018-09-17,219.5865,220.3773,214.7628,215.3658,37195133,37195133,-5.8912,-2.663,217.0755,"Sep 17, 18",1.5461163785969312
2018-09-18,215.2768,219.29,214.6145,215.7216,31571712,31571712,0.355846,0.165,216.9234,"Sep 18, 18",1.5503227484453694
2018-09-19,215.9786,217.0857,212.8155,215.8501,27123833,27123833,0.1285,0.06,214.8981,"Sep 19, 18",1.551841912373206
2018-09-20,217.6985,219.715,216.6211,217.491,26608794,26608794,1.6408,0.76,218.2199,"Sep 20, 18",1.57124110372875
2018-09-21,218.2323,218.8056,214.7826,215.1483,96246748,96246748,-2.3427,-1.077,215.9731,"Sep 21, 18",1.5435450310926158
2018-09-24,214.318,218.7068,214.1302,218.2422,27693358,27693358,3.0939,1.438,216.9164,"Sep 24, 18",1.5801220060057222
2018-09-25,217.2142,220.2488,217.1648,219.626,24554379,24554379,1.3838,0.634,219.072,"Sep 25, 18",1.5964816872768546
2018-09-26,218.4498,221.168,217.2241,217.8765,23984706,23984706,-1.7496,-0.797,219.3307,"Sep 26, 18",1.5757985955122598
2018-09-27,221.2372,223.827,220.9605,222.3542,30181227,30181227,4.4777,2.055,222.5675,"Sep 27, 18",1.628735251696498
2018-09-28,222.196,223.2339,221.4349,223.1351,22929364,22929364,0.780884,0.351,222.5534,"Sep 28, 18",1.6379672759085429
2018-10-01,225.3196,226.7726,223.738,224.6375,23600802,23600802,1.5025,0.673,225.4188,"Oct 1, 18",1.6557290804624876
2018-10-02,224.6277,227.3459,224.0148,226.6342,24788170,24788170,1.9967,0.889,226.4003,"Oct 2, 18",1.6793346416664698
2018-10-03,227.3953,230.7759,227.1285,229.392,28654799,28654799,2.7578,1.217,229.5545,"Oct 3, 18",1.7119381457924479
2018-10-04,228.1169,229.6688,224.1137,225.3591,32042000,32042000,-4.0329,-1.758,226.1539,"Oct 4, 18",1.664260043033126
2018-10-05,225.3295,225.7743,218.0346,221.7018,33580463,33580463,-3.6573,-1.623,221.7908,"Oct 5, 18",1.6210223914122903
2018-10-08,219.6458,222.2059,217.659,221.1878,29663923,29663923,-0.514,-0.232,220.2113,"Oct 8, 18",1.6149457357009438
2018-10-09,221.0593,224.6474,219.6816,224.252,26891029,26891029,3.0642,1.385,223.005,"Oct 9, 18",1.6511715886789775
2018-10-10,222.8583,223.738,213.5569,213.8633,41990554,41990554,-10.3887,-4.633,218.4901,"Oct 10, 18",1.5283533918142485
2018-10-11,212.0445,216.9671,209.8699,211.9754,53124392,53124392,-1.888,-0.883,213.3376,"Oct 11, 18",1.506034095476793
2018-10-12,217.8765,220.3081,214.3378,219.547,40337851,40337851,7.5716,3.572,217.8494,"Oct 12, 18",1.5955477265741378
2018-10-15,218.6079,219.2702,214.7628,214.8518,30791007,30791007,-4.6952,-2.139,216.2144,"Oct 15, 18",1.540039722885584
2018-10-16,216.4037,220.4168,214.2614,219.5865,29183963,29183963,4.7347,2.204,217.4602,"Oct 16, 18",1.5960147069254957
2018-10-17,219.7348,220.0708,216.8089,218.6376,22885397,22885397,-0.948922,-0.432,218.4575,"Oct 17, 18",1.5847965384342564
2018-10-18,215.346,217.2043,210.5421,213.5272,32581315,32581315,-5.1103,-2.337,214.4805,"Oct 18, 18",1.52437992102712
2018-10-19,215.5437,218.7068,214.921,216.7793,33078726,33078726,3.252,1.523,216.8289,"Oct 19, 18",1.5628271818031356
2018-10-22,217.2537,220.7825,216.4135,218.1038,28792082,28792082,1.3245,0.611,218.7344,"Oct 22, 18",1.5784858014328615
2018-10-23,213.3394,220.6738,212.2225,220.1598,38767846,38767846,2.056,0.943,216.2931,"Oct 23, 18",1.6027924242782494
2018-10-24,220.0313,221.6425,212.0643,212.608,40925163,40925163,-7.5518,-3.43,216.899,"Oct 24, 18",1.5135128744709525
2018-10-25,215.1977,218.8254,214.2488,217.2636,29855768,29855768,4.6556,2.19,216.9136,"Oct 25, 18",1.5685527155794101
2018-10-26,213.4086,217.6491,210.2159,213.804,47258375,47258375,-3.4596,-1.592,213.7381,"Oct 26, 18",1.5276523301728422
2018-10-29,216.6607,217.1549,203.7118,209.7909,45935520,45935520,-4.0132,-1.877,212.1044,"Oct 29, 18",1.480208308703568
2018-10-30,208.7134,212.6969,206.8551,210.8386,36659990,36659990,1.0478,0.499,210.342,"Oct 30, 18",1.4925945191875727
2018-10-31,214.3773,217.9061,214.1203,216.3345,38358933,38358933,5.4958,2.607,216.3964,"Oct 31, 18",1.5575686283782184
2018-11-01,216.5223,219.7941,214.3081,219.6557,58323180,58323180,3.3212,1.535,217.0881,"Nov 1, 18",1.5968328092119264
2018-11-02,207.1319,211.1846,203.0594,205.0858,91328654,91328654,-14.5699,-6.633,205.6073,"Nov 2, 18",1.4245832643699905
2018-11-05,201.9425,202.0314,195.8832,199.2638,66163669,66163669,-5.822,-2.839,198.4869,"Nov 5, 18",1.3557539072659779
2018-11-06,199.5899,202.3576,199.3626,201.4186,31882881,31882881,2.1548,1.081,200.9033,"Nov 6, 18",1.3812285721041306
2018-11-07,203.5932,207.636,201.7744,207.5273,33424434,33424434,6.1087,3.033,204.8356,"Nov 7, 18",1.4534473789988887
2018-11-08,208.2811,208.42,205.0773,206.8032,25362636,25362636,-0.724098,-0.349,206.3941,"Nov 8, 18",1.4448868607098102
2018-11-09,203.887,204.3433,200.6137,202.8157,34365750,34365750,-3.9875,-1.928,202.4644,"Nov 9, 18",1.397745489797366
2018-11-12,197.39,198.2331,192.2221,192.599,51135518,51135518,-10.2167,-5.037,193.9885,"Nov 12, 18",1.2769607263613363
2018-11-13,190.0796,195.5847,189.9012,190.6747,46882936,46882936,-1.9243,-0.999,192.2209,"Nov 13, 18",1.2542110987633888
2018-11-14,192.3312,192.9065,184.4257,185.2887,60800957,60800957,-5.3861,-2.825,187.1264,"Nov 14, 18",1.1905362589553827
2018-11-15,186.8658,190.4168,185.3879,189.8614,46478801,46478801,4.5727,2.468,188.2819,"Nov 15, 18",1.2445960324403567
2018-11-16,188.9587,193.3921,187.9272,191.9642,36928253,36928253,2.1028,1.108,191.5989,"Nov 16, 18",1.269455938334949
2018-11-19,188.4628,189.1571,183.4933,184.3563,41920872,41920872,-7.6079,-3.963,185.4075,"Nov 19, 18",1.1795131582058498
2018-11-20,176.9269,180.0018,174.09,175.5481,67825247,67825247,-8.8082,-4.778,176.9921,"Nov 20, 18",1.0753800865391436
2018-11-21,178.2759,178.8115,175.1216,175.3497,31124210,31124210,-0.198381,-0.113,176.5183,"Nov 21, 18",1.0730345447237133
2018-11-23,173.5246,175.1662,170.7076,170.8961,23623972,23623972,-4.4537,-2.54,172.5117,"Nov 23, 18",1.02038280566524
2018-11-26,172.8303,173.5345,168.8825,173.2072,44998520,44998520,2.3112,1.352,171.6332,"Nov 26, 18",1.0477052940202871
2018-11-27,170.1224,173.356,169.4975,172.8303,41387377,41387377,-0.376926,-0.218,171.887,"Nov 27, 18",1.0432494739082117
2018-11-28,175.3001,179.8233,173.5147,179.4761,46062539,46062539,6.6458,3.845,176.7472,"Nov 28, 18",1.1218180313527062
2018-11-29,181.1822,181.321,176.2623,178.0973,41769992,41769992,-1.3788,-0.768,177.8955,"Nov 29, 18",1.1055174615184544
2018-11-30,178.8313,178.871,175.5977,177.1352,39531549,39531549,-0.962152,-0.54,176.8489,"Nov 30, 18",1.0941432388338497
2018-12-03,182.9676,183.4437,179.7439,183.3247,40798002,40798002,6.1895,3.494,181.477,"Dec 3, 18",1.1673172865486015
2018-12-04,179.486,180.9143,174.8439,175.2605,41344282,41344282,-8.0642,-4.399,177.2761,"Dec 4, 18",1.0719799966897596
2018-12-06,170.3704,173.3659,169.0412,173.3064,43098410,43098410,-1.9541,-1.115,171.0334,"Dec 6, 18",1.0488780649280023
2018-12-07,172.0864,173.0783,166.9384,167.1268,42281631,42281631,-6.1796,-3.566,169.0419,"Dec 7, 18",0.9758210578582744
2018-12-10,163.665,168.7139,162.0086,168.2278,62025994,62025994,1.101,0.659,165.5619,"Dec 10, 18",0.9888373962594283
2018-12-11,170.2712,170.4001,165.6489,167.2657,47281665,47281665,-0.962152,-0.572,167.5691,"Dec 11, 18",0.9774631735748234
2018-12-12,169.0214,170.5291,167.6525,167.7319,35627674,35627674,0.466198,0.279,168.9345,"Dec 12, 18",0.9829747239495897
2018-12-13,169.1106,171.1738,168.1782,169.5669,31897827,31897827,1.835,1.094,169.5858,"Dec 13, 18",1.0046686212848464
2018-12-14,167.6327,167.712,163.9428,164.1412,40703710,40703710,-5.4257,-3.2,165.2802,"Dec 14, 18",0.9405244366680066
2018-12-17,164.1114,166.9879,161.4134,162.6136,44287922,44287922,-1.5275,-0.931,164.156,"Dec 17, 18",0.922464710472182
2018-12-18,164.042,166.1746,163.06,164.7264,33841518,33841518,2.1128,1.299,164.5478,"Dec 18, 18",0.9474428392405364
2018-12-19,164.657,166.0952,157.8029,159.5883,49047297,49047297,-5.1381,-3.119,161.9502,"Dec 19, 18",0.8866987444730807
2018-12-20,159.1023,160.7984,154.0435,155.5611,64772960,64772960,-4.0272,-2.523,157.1159,"Dec 20, 18",0.8390880287518031
2018-12-21,155.5909,156.8804,148.4194,149.5105,95744384,95744384,-6.0506,-3.89,151.8393,"Dec 21, 18",0.7675560967536
2018-12-24,146.9514,150.3239,145.404,145.6421,37169232,37169232,-3.8684,-2.587,147.5555,"Dec 24, 18",0.7218227602676566
2018-12-26,147.1002,155.9579,145.5329,155.8984,58582544,58582544,10.2563,7.042,150.2545,"Dec 26, 18",0.8430756862837824
2018-12-27,154.5792,155.5016,148.8558,154.8867,53117065,53117065,-1.0117,-0.649,151.9672,"Dec 27, 18",0.8311150781453195
2018-12-28,156.2257,157.2375,153.2996,154.966,42291424,42291424,0.079353,0.051,155.1236,"Dec 28, 18",0.8320525855342493
2018-12-31,157.2474,158.0707,155.214,156.4638,35003466,35003466,1.4978,0.967,156.387,"Dec 31, 18",0.8497600075662639
2019-01-02,153.6368,157.5648,152.9822,156.6423,37039737,37039737,0.178544,0.114,155.701,"Jan 2, 19",0.8518702858629088
2019-01-03,142.8151,144.541,140.8511,141.0396,91312195,91312195,-15.6027,-9.961,142.374,"Jan 3, 19",0.6674106826188733
2019-01-04,143.3607,147.348,142.6366,147.0605,58607070,58607070,6.0209,4.269,145.6457,"Jan 4, 19",0.7385914926820041
2019-01-07,147.4969,147.6259,144.7196,146.7332,54777764,54777764,-0.327331,-0.223,146.1539,"Jan 7, 19",0.7347220580237867
2019-01-08,148.35,150.5917,147.3184,149.5303,41025314,41025314,2.7972,1.906,148.8948,"Jan 8, 19",0.767790178043648
2019-01-09,150.066,153.2798,148.4194,152.0696,45099081,45099081,2.5393,1.698,151.7093,"Jan 9, 19",0.797810512377935
2019-01-10,151.2662,152.7243,149.6395,152.5557,35780670,35780670,0.486035,0.32,151.4666,"Jan 10, 19",0.803557326271487
2019-01-11,151.6431,152.4565,150.2842,151.0579,27023241,27023241,-1.4978,-0.982,151.1488,"Jan 11, 19",0.7858499042394722
2019-01-14,149.6295,150.0461,148.0127,148.7864,32439186,32439186,-2.2715,-1.504,148.7844,"Jan 14, 19",0.7589955784645211
2019-01-15,149.0542,152.149,148.836,151.8316,28710324,28710324,3.0452,2.047,151.0852,"Jan 15, 19",0.7949968079824086
2019-01-16,151.8415,154.6188,151.7621,153.6864,30569706,30569706,1.8549,1.222,153.6865,"Jan 16, 19",0.8169247866077128
2019-01-17,152.9524,156.3844,152.02,154.599,29821160,29821160,0.912557,0.594,153.7188,"Jan 17, 19",0.8277138060671978
2019-01-18,156.2257,156.6027,154.7186,155.5512,33751023,33751023,0.952233,0.616,155.6815,"Jan 18, 19",0.8389709881067788
2019-01-22,155.1445,155.462,151.3852,152.0597,30393970,30393970,-3.4915,-2.245,153.0137,"Jan 22, 19",0.7976934717329108
2019-01-23,152.9028,153.8848,150.4727,152.6747,23130570,23130570,0.614984,0.404,152.1927,"Jan 23, 19",0.8049641784692503
2019-01-24,152.8632,153.2302,150.5123,151.4646,25441549,25441549,-1.2101,-0.793,151.4238,"Jan 24, 19",0.790658028515357
2019-01-25,154.2221,156.8506,153.0715,156.4836,33547893,33547893,5.0191,3.314,155.5726,"Jan 25, 19",0.8499940888563119
2019-01-28,154.5296,155.0652,152.4168,155.0354,26192058,26192058,-1.4482,-0.925,154.027,"Jan 28, 19",0.8328730522781549
2019-01-29,154.9858,156.8506,152.8632,153.4285,41587239,41587239,-1.6069,-1.036,154.5199,"Jan 29, 19",0.813875818693401
2019-01-30,161.9292,164.8057,158.9336,163.913,61109780,61109780,10.4845,6.833,161.9055,"Jan 30, 19",0.9378265906887666
2019-01-31,164.7661,167.6327,163.2286,165.0934,40739649,40739649,1.1804,0.72,165.762,"Jan 31, 19",0.9517816187075876
2019-02-01,165.6092,167.6128,164.5875,165.1728,32668138,32668138,0.079352,0.048,165.8171,"Feb 1, 19",0.9527203083252548
2019-02-04,166.0556,170.2662,165.9266,169.8645,31495582,31495582,4.6917,2.84,169.0159,"Feb 4, 19",1.0081869340079919
2019-02-05,171.4615,173.6635,170.9557,172.7708,36101628,36101628,2.9063,1.711,172.5976,"Feb 5, 19",1.0425460478093302
2019-02-06,173.237,174.1495,171.4546,172.8303,28239591,28239591,0.059515,0.034,172.8522,"Feb 6, 19",1.0432494739082117
2019-02-07,171.0052,172.5327,168.9618,169.557,31741690,31741690,-3.2733,-1.894,170.2548,"Feb 7, 19",1.0045515806398222
2019-02-08,168.3418,170.0053,167.7739,169.7563,23819966,23819966,0.199317,0.118,169.1356,"Feb 8, 19",1.0069077625138914
2019-02-11,170.3939,170.5532,168.6008,168.7801,20993425,20993425,-0.97624,-0.575,169.2945,"Feb 11, 19",0.9953668455772824
2019-02-12,169.4475,170.344,169.049,170.2345,22283523,22283523,1.4544,0.862,169.7196,"Feb 12, 19",1.0125611803371717
2019-02-13,170.7325,171.8184,169.2682,169.5272,22490233,22490233,-0.707276,-0.415,170.3478,"Feb 13, 19",1.0041992764760126
2019-02-14,169.059,170.6045,168.7303,170.1448,21835747,21835747,0.617621,0.364,169.9981,"Feb 14, 19",1.01150072115953
2019-02-15,170.5931,171.0414,169.0988,169.7663,24626814,24626814,-0.378542,-0.222,169.8308,"Feb 15, 19",1.0070259853876529
2019-02-19,169.059,170.7824,168.8398,170.2743,18972826,18972826,0.508044,0.299,169.8659,"Feb 19, 19",1.013031707374743
2019-02-20,170.5333,172.6551,170.3341,171.3701,26114362,26114362,1.0958,0.644,171.5523,"Feb 20, 19",1.025986569881541
2019-02-21,171.141,171.7088,169.6467,170.4038,17249670,17249670,-0.966279,-0.564,170.4596,"Feb 21, 19",1.0145626935899557
2019-02-22,170.9218,172.3364,170.7226,172.3065,18913154,18913154,1.9027,1.117,171.6917,"Feb 22, 19",1.0370569597805783
2019-02-25,173.4919,175.1954,173.2827,173.5617,21873358,21873358,1.2552,0.728,174.1933,"Feb 25, 19",1.0518962948951365
2019-02-26,173.0436,174.6275,172.5089,173.6613,17070211,17070211,0.099616,0.057,173.7013,"Feb 26, 19",1.0530737947178022
2019-02-27,172.5456,174.3287,172.0674,174.1992,27835389,27835389,0.537929,0.31,173.5184,"Feb 27, 19",1.0594330030974393
2019-02-28,173.6513,174.239,172.2567,172.4858,28215416,28215416,-1.7134,-0.984,173.1099,"Feb 28, 19",1.0391766959071242
2019-03-01,173.6115,174.4781,172.2268,174.2988,25886167,25886167,1.813,1.051,173.624,"Mar 1, 19",1.060610502920105
2019-03-04,175.0161,177.0682,173.3027,175.1754,27436203,27436203,0.876624,0.503,175.2686,"Mar 4, 19",1.0709739200340482
2019-03-05,175.2651,175.3249,173.8705,174.8567,19737419,19737419,-0.318772,-0.182,174.6873,"Mar 5, 19",1.0672061570472655
2019-03-06,174,174.8168,173.2728,173.8505,20810384,20810384,-1.0061,-0.575,174.0727,"Mar 6, 19",1.055310571489372
2019-03-07,173.203,173.7708,171.3601,171.8383,24796374,24796374,-2.0123,-1.157,172.3975,"Mar 7, 19",1.0315217648310595
2019-03-08,169.6667,172.4061,168.8498,172.2467,23999358,23999358,0.408427,0.238,171.1473,"Mar 8, 19",1.036349986995484
2019-03-11,174.8168,178.4329,174.6774,178.2137,32011034,32011034,5.967,3.464,177.4342,"Mar 11, 19",1.1068935757690397
2019-03-12,179.3095,181.9693,178.6819,180.216,32467584,32467584,2.0023,1.124,180.4365,"Mar 12, 19",1.1305653417823283
2019-03-13,181.5509,182.5969,180.226,181.013,31032524,31032524,0.796931,0.442,181.268,"Mar 13, 19",1.1399877048211289
2019-03-14,183.1946,183.3938,181.8597,183.0252,23579508,23579508,2.0123,1.112,182.8303,"Mar 14, 19",1.1637765114794412
2019-03-15,184.1409,186.6114,183.0352,185.406,39042912,39042912,2.3808,1.301,185.0841,"Mar 15, 19",1.1919230132646066
2019-03-18,185.0873,187.6673,185.0773,187.2988,26219832,26219832,1.8927,1.021,186.9188,"Mar 18, 19",1.214300238810205
2019-03-19,187.6275,188.265,185.2068,185.8145,31646369,31646369,-1.4843,-0.792,186.6607,"Mar 19, 19",1.1967524176577686
2019-03-20,185.5156,188.7631,184.0214,187.4382,31035231,31035231,1.6237,0.874,186.7042,"Mar 20, 19",1.215948265670442
2019-03-21,189.2911,195.5769,189.0819,194.3416,51034237,51034237,6.9034,3.683,193.5873,"Mar 21, 19",1.2975622443430355
2019-03-22,194.5907,196.9317,190.0482,190.3171,42407666,42407666,-4.0245,-2.071,193.1627,"Mar 22, 19",1.2499834487976735
2019-03-25,190.7754,191.2436,185.8842,188.016,43845293,43845293,-2.3011,-1.209,188.1011,"Mar 25, 19",1.222779183316388
2019-03-26,190.9288,192.1401,183.872,186.0735,49800538,49800538,-1.9425,-1.033,188.6464,"Mar 26, 19",1.1998143900881943
2019-03-27,188.026,189.0321,185.8344,187.747,29848427,29848427,1.6736,0.899,187.7709,"Mar 27, 19",1.219598988012201
2019-03-28,188.2252,188.8319,186.8106,187.9961,20780363,20780363,0.249041,0.133,187.6743,"Mar 28, 19",1.2225439197976027
2019-03-29,189.1018,189.3509,187.8168,189.2214,23563961,23563961,1.2253,0.652,188.7624,"Mar 29, 19",1.237029768519613
2019-04-01,190.9049,190.9447,187.6574,190.5064,27861964,27861964,1.2851,0.679,189.5517,"Apr 1, 19",1.252221407797981
2019-04-02,190.357,193.7141,190.3171,193.2757,22765732,22765732,2.7693,1.454,192.3369,"Apr 2, 19",1.284960868228785
2019-04-03,192.5087,195.7462,192.4091,194.6006,23271830,23271830,1.3249,0.685,194.5459,"Apr 3, 19",1.3006242167734612
2019-04-04,194.0428,195.6167,192.3991,194.9393,19114275,19114275,0.338696,0.174,194.9106,"Apr 4, 19",1.3046284255077674
2019-04-05,195.6964,196.3439,195.1784,196.2443,18526644,18526644,1.305,0.669,195.8646,"Apr 5, 19",1.3200565105336581
2019-04-08,195.6665,199.4619,195.5868,199.3324,25881697,25881697,3.0881,1.574,198.1962,"Apr 8, 19",1.3565649161799826
2019-04-09,199.5516,202.0719,198.4658,198.7347,35768237,35768237,-0.597698,-0.3,200.1611,"Apr 9, 19",1.3494987350152507
2019-04-10,197.9179,199.97,197.4198,199.8504,21695288,21695288,1.1157,0.561,198.7508,"Apr 10, 19",1.3626888610408343
2019-04-11,200.0795,200.229,197.6819,198.1868,20900808,20900808,-1.6636,-0.832,198.9751,"Apr 11, 19",1.343021303761852
2019-04-12,198.4359,199.3723,195.4573,198.1071,27760668,27760668,-0.079693,-0.04,197.5497,"Apr 12, 19",1.342079067457972
2019-04-15,197.8182,199.0834,197.2504,198.4658,17536646,17536646,0.358619,0.181,198.2139,"Apr 15, 19",1.3463197219398009
2019-04-16,198.6949,200.5975,197.7983,198.4857,25696385,25696385,0.019923,0.01,199.136,"Apr 16, 19",1.3465549854585868
2019-04-17,198.7746,202.5998,197.8481,202.3508,28906780,28906780,3.8651,1.947,201.0345,"Apr 17, 19",1.3922493083961884
2019-04-18,202.3408,203.3669,201.7431,203.078,24195766,24195766,0.7272,0.359,202.7264,"Apr 18, 19",1.4008464757761332
2019-04-22,202.0519,204.1539,201.5638,203.7454,19439545,19439545,0.66743,0.329,203.4256,"Apr 22, 19",1.4087366703709834
2019-04-23,203.6458,206.9531,203.1178,206.6841,23322991,23322991,2.9387,1.442,205.6954,"Apr 23, 19",1.4434788262833094
2019-04-24,206.5646,207.6803,206.2558,206.3653,17540609,17540609,-0.318773,-0.154,206.8578,"Apr 24, 19",1.4397098810677889
2019-04-25,206.0366,206.963,204.3332,204.4925,18543206,18543206,-1.8728,-0.908,205.2752,"Apr 25, 19",1.4175691012697138
